review,rating,date,bank,source
Very good app and user friendly,4,2023-08-12,CBE,Google Play
"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",4,2023-08-11,CBE,Google Play
Water bill only on Addis ababa,4,2023-08-08,CBE,Google Play
It's the best app fast and clear service good job,4,2023-08-06,CBE,Google Play
Fantastic system but frontline staff need customer service training.,4,2023-08-02,CBE,Google Play
"Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.",4,2023-08-01,CBE,Google Play
I like it CBE app but the login pass code is doesn't give u comfort cause it's weak n it's only 4 digits,4,2023-07-26,CBE,Google Play
Very nice,4,2023-07-25,CBE,Google Play
"It is a very basic app. Banks nowadays offer many services through their app. I suggest you add the abilty to get statements, the ability to freeze the card if stolen or when traveling. The abilty to use the card while traveling. I have noticed that if Ieave Ethiopia it is not possible to pay my bills back home. So in general the app is very helpful and eased the burden of carrying money arroubd in Ethiopia, please improve it further.",4,2023-07-24,CBE,Google Play
በጣም አሪፍ አፕሊኬሽን ነው መስተካከል ያለበት ነገር ገንዘብ ለማስተላለፍ ተጨማሪ ማረጋገጫ እስቴፕ ቢኖረው ፤ ምክንያቱም በኔትወርክ ምክንያት አልተላከም ብሎ እንደገና ስትሞክር በኃላ ግን ሁለት ጊዜ መላኩን ይነግርሃል !!! ከዚያ የፈሠሠ ውሃ አይታፈስም ይላል ያገሬ ሠው ።,4,2023-07-19,CBE,Google Play
Good,4,2023-07-08,CBE,Google Play
It is a great app what i always prefer.but there are some shortcomings like all account wide statements are not seen and the receipt should contain the banks legal stamp after we completw the transactions. Continue.....!,4,2023-07-07,CBE,Google Play
👍,4,2023-07-06,CBE,Google Play
It's easy for the customer,4,2023-07-01,CBE,Google Play
fantastic,4,2023-06-29,CBE,Google Play
"Except for the transaction sometimes not reaching destination,it is a good app",4,2023-06-29,CBE,Google Play
I hope this bank have excellent Mobile app but please do on service...,4,2023-06-09,CBE,Google Play
Smart app,4,2023-06-07,CBE,Google Play
"The app is so nice, but credit & debit must be in service requirements.",4,2023-06-06,CBE,Google Play
Good app,4,2023-05-28,CBE,Google Play
"I have been using this app. for long period of time but after my phone's motherboard was damaged and replaced it with a new one. it says ""your device is rooted"" whenever I have installed the app. again want to use it again as before. what shall I do?",4,2023-05-23,CBE,Google Play
Nice application,4,2023-05-16,CBE,Google Play
It's good I like this app semtime sistem problem,4,2023-05-15,CBE,Google Play
Nice,4,2023-05-13,CBE,Google Play
Good mobile banking app,4,2023-05-13,CBE,Google Play
Best,4,2023-05-07,CBE,Google Play
"Good but needs improvement. It should retain my settings. For example, I turned off the cbe- Noor option, but everytime I open the app, it defaults back to the previous setting.",4,2023-05-06,CBE,Google Play
"It is a user friendly and helpful app. It has greatly helped my day to day activities. However, it requires improvement on the weekly transaction limitations and it sometimes crashes.",4,2023-05-02,CBE,Google Play
Goodapp,4,2023-04-24,CBE,Google Play
20 years,5,2025-06-08,CBE,Google Play
really am happy to this app it is Siple to use everything,5,2025-06-07,CBE,Google Play
the app is proactive and a good connections.,5,2025-06-05,CBE,Google Play
best,5,2025-06-04,CBE,Google Play
bezabih,5,2025-06-04,CBE,Google Play
Best Mobile Banking app ever,5,2025-06-04,CBE,Google Play
good,5,2025-06-04,CBE,Google Play
Good,5,2025-06-04,CBE,Google Play
👌👍,5,2025-06-04,CBE,Google Play
very niec,5,2025-06-04,CBE,Google Play
best app of finance,5,2025-06-04,CBE,Google Play
Engida Kebede Fetera,5,2025-06-03,CBE,Google Play
good,5,2025-06-03,CBE,Google Play
NICE bank,5,2025-06-03,CBE,Google Play
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,CBE,Google Play
best app,5,2025-06-01,CBE,Google Play
Awesome bank,5,2025-06-01,CBE,Google Play
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play
Masha alla,5,2025-05-31,CBE,Google Play
better service,5,2025-05-31,CBE,Google Play
"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play
malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,Google Play
Nice!,5,2025-05-30,CBE,Google Play
Keep it up My CBE,5,2025-05-29,CBE,Google Play
yes good,5,2025-05-28,CBE,Google Play
i like everything of this app,5,2025-05-27,CBE,Google Play
good,5,2025-05-27,CBE,Google Play
Best,5,2025-05-26,CBE,Google Play
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,Google Play
nice,5,2025-05-26,CBE,Google Play
good job,5,2025-05-26,CBE,Google Play
Good,5,2025-05-25,CBE,Google Play
it's awesome!!,5,2025-05-25,CBE,Google Play
best,5,2025-05-25,CBE,Google Play
thankyou every one,5,2025-05-25,CBE,Google Play
best app,5,2025-05-25,CBE,Google Play
Ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play
mortuary app,5,2025-05-25,CBE,Google Play
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,Google Play
👍,5,2025-05-24,CBE,Google Play
good app,5,2025-05-24,CBE,Google Play
i love it 😍😘,5,2025-05-24,CBE,Google Play
It makes life easy!👌,5,2025-05-24,CBE,Google Play
it is sooo good,5,2025-05-24,CBE,Google Play
excellent,5,2025-05-24,CBE,Google Play
Fantastic,5,2025-05-23,CBE,Google Play
accessible to using,5,2025-05-23,CBE,Google Play
good,5,2025-05-23,CBE,Google Play
why you change default network?,5,2025-05-23,CBE,Google Play
very nice 👍,5,2025-05-23,CBE,Google Play
nice fast app,5,2025-05-23,CBE,Google Play
best,5,2025-05-23,CBE,Google Play
how to I get my money,5,2025-05-23,CBE,Google Play
hojii bonsaadha,5,2025-05-22,CBE,Google Play
ok,5,2025-05-22,CBE,Google Play
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play
Awosome!!!,5,2025-05-22,CBE,Google Play
"Very good app,",5,2025-05-22,CBE,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,CBE,Google Play
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,Google Play
trustful,5,2025-05-22,CBE,Google Play
I like,5,2025-05-22,CBE,Google Play
best,5,2025-05-21,CBE,Google Play
ok,5,2025-05-21,CBE,Google Play
best app,5,2025-05-21,CBE,Google Play
very nice 👌 app for android phone,5,2025-05-21,CBE,Google Play
good app,5,2025-05-21,CBE,Google Play
Yes Yes,5,2025-05-21,CBE,Google Play
easy to use helpful in my life,5,2025-05-21,CBE,Google Play
the best mobile banking app,5,2025-05-21,CBE,Google Play
it's a good application 👍,5,2025-05-21,CBE,Google Play
amazing,5,2025-05-20,CBE,Google Play
it is reliable and easy to use.,5,2025-05-20,CBE,Google Play
Cbe mobile banking,5,2025-05-20,CBE,Google Play
"i can't make Screenshout in this app, please made modification",5,2025-05-20,CBE,Google Play
Best app I loved it,5,2025-05-19,CBE,Google Play
nice app,5,2025-05-19,CBE,Google Play
wow,5,2025-05-18,CBE,Google Play
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play
well satisfied with this beautiful app,5,2025-05-18,CBE,Google Play
best app.,5,2025-05-17,CBE,Google Play
good,5,2025-05-17,CBE,Google Play
"not working,why???",5,2025-05-17,CBE,Google Play
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,CBE,Google Play
excellent,5,2025-05-17,CBE,Google Play
woxe harimo ribiso,5,2025-05-17,CBE,Google Play
good,5,2025-05-16,CBE,Google Play
"Good ,easy to use",5,2025-05-16,CBE,Google Play
Good app,5,2025-05-15,CBE,Google Play
Good job👍,5,2025-05-14,CBE,Google Play
good,5,2025-05-14,CBE,Google Play
nice,5,2025-05-14,CBE,Google Play
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,CBE,Google Play
fast and simple easy to use 👌,5,2025-05-12,CBE,Google Play
The fastest transferring app I ever had its so reliable,5,2025-05-11,CBE,Google Play
it's easy and fast,5,2025-05-10,CBE,Google Play
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,CBE,Google Play
wow best application ever,5,2025-05-09,CBE,Google Play
good,5,2025-05-09,CBE,Google Play
the pride of Ethiopian bank 🏦,5,2025-05-08,CBE,Google Play
good,5,2025-05-07,CBE,Google Play
ok,5,2025-05-07,CBE,Google Play
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,CBE,Google Play
amazing apps,5,2025-05-06,CBE,Google Play
All service of Mobile Banking,5,2025-05-06,CBE,Google Play
good,5,2025-05-06,CBE,Google Play
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,CBE,Google Play
Good app,5,2025-05-06,CBE,Google Play
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play
CBE mobilr bankg,5,2025-05-05,CBE,Google Play
ممتاز جدا,5,2025-05-04,CBE,Google Play
Very Amazing Apps,5,2025-05-04,CBE,Google Play
wow simple life,5,2025-05-04,CBE,Google Play
it's nice,5,2025-05-03,CBE,Google Play
Why stacked sometimes,5,2025-05-03,CBE,Google Play
good app,5,2025-05-03,CBE,Google Play
nice,5,2025-05-03,CBE,Google Play
Very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play
excellent,5,2025-05-02,CBE,Google Play
good,5,2025-05-02,CBE,Google Play
Good and fast,5,2025-05-02,CBE,Google Play
Best the best fast,5,2025-05-02,CBE,Google Play
good app,5,2025-05-02,CBE,Google Play
happy,5,2025-05-02,CBE,Google Play
fast and reliable,5,2025-05-02,CBE,Google Play
its good and simple to use,5,2025-05-02,CBE,Google Play
it's the best app i,5,2025-05-02,CBE,Google Play
its very nice,5,2025-05-02,CBE,Google Play
the best,5,2025-04-28,CBE,Google Play
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,CBE,Google Play
goid,5,2025-04-28,CBE,Google Play
best appearance,5,2025-04-27,CBE,Google Play
it's very good 👍 app,5,2025-04-27,CBE,Google Play
I need support you,5,2025-04-27,CBE,Google Play
super,5,2025-04-26,CBE,Google Play
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play
i like the app,5,2025-04-26,CBE,Google Play
nice,5,2025-04-26,CBE,Google Play
good,5,2025-04-26,CBE,Google Play
good,5,2025-04-25,CBE,Google Play
tank's,5,2025-04-25,CBE,Google Play
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play
it is so nice,5,2025-04-24,CBE,Google Play
good,5,2025-04-21,CBE,Google Play
Very Good👍,5,2025-04-21,CBE,Google Play
"wow, amazing app",5,2025-04-21,CBE,Google Play
use ful,5,2025-04-21,CBE,Google Play
Great app,5,2025-04-21,CBE,Google Play
well app,5,2025-04-20,CBE,Google Play
best app,5,2025-04-19,CBE,Google Play
good,5,2025-04-19,CBE,Google Play
I like,5,2025-04-19,CBE,Google Play
ok,5,2025-04-19,CBE,Google Play
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play
i like it,5,2025-04-18,CBE,Google Play
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play
Thank you!!!,5,2025-04-18,CBE,Google Play
perfectly special,5,2025-04-18,CBE,Google Play
Fast and Reliable,5,2025-04-18,CBE,Google Play
good,5,2025-04-17,CBE,Google Play
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play
great app!!!,5,2025-04-17,CBE,Google Play
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play
very nice app ever!!!,5,2025-04-16,CBE,Google Play
the best app,5,2025-04-16,CBE,Google Play
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play
great,5,2025-04-15,CBE,Google Play
Nice service,5,2025-04-15,CBE,Google Play
great app,5,2025-04-15,CBE,Google Play
it's special apps,5,2025-04-15,CBE,Google Play
Good 🔥,5,2025-04-14,CBE,Google Play
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play
lebaa bank,5,2025-04-14,CBE,Google Play
OK,5,2025-04-13,CBE,Google Play
grateful app,5,2025-04-13,CBE,Google Play
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play
nice app 👌,5,2025-04-12,CBE,Google Play
why did this app is not screenshot,5,2025-04-12,CBE,Google Play
it so good app,5,2025-04-12,CBE,Google Play
جميل,5,2025-04-11,CBE,Google Play
nice,5,2025-04-11,CBE,Google Play
wow keep up,5,2025-04-10,CBE,Google Play
good one,5,2025-04-10,CBE,Google Play
best app.,5,2025-04-10,CBE,Google Play
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play
good,5,2025-04-10,CBE,Google Play
ok,5,2025-04-10,CBE,Google Play
ጎበዝ,5,2025-04-09,CBE,Google Play
good app,5,2025-04-09,CBE,Google Play
but this app says can't sync,5,2025-04-09,CBE,Google Play
waw,5,2025-04-09,CBE,Google Play
Good,5,2025-04-08,CBE,Google Play
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play
good,5,2025-04-08,CBE,Google Play
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play
very good,5,2025-04-07,CBE,Google Play
perfect app,5,2025-04-07,CBE,Google Play
I like it.,5,2025-04-07,CBE,Google Play
commerial Bank,5,2025-04-06,CBE,Google Play
🙏,5,2025-04-06,CBE,Google Play
the best one,5,2025-04-06,CBE,Google Play
good,5,2025-04-05,CBE,Google Play
easy to use,5,2025-04-05,CBE,Google Play
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play
Best app,5,2025-04-04,CBE,Google Play
great app,5,2025-04-03,CBE,Google Play
satisfied,5,2025-04-03,CBE,Google Play
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play
excellent,5,2025-04-03,CBE,Google Play
perfect,5,2025-04-03,CBE,Google Play
thankyou,5,2025-04-02,CBE,Google Play
I Like it,5,2025-04-02,CBE,Google Play
ok,5,2025-04-02,CBE,Google Play
smart app,5,2025-04-02,CBE,Google Play
easy to use,5,2025-04-02,CBE,Google Play
it's great,5,2025-04-02,CBE,Google Play
very good app and stars faction with work,5,2025-04-02,CBE,Google Play
It is excelent,5,2025-04-01,CBE,Google Play
Smart,5,2025-04-01,CBE,Google Play
very interesting app,5,2025-04-01,CBE,Google Play
i like it,5,2025-04-01,CBE,Google Play
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play
Excellent🙏app,5,2025-04-01,CBE,Google Play
the most useful,5,2025-04-01,CBE,Google Play
Easy to use,5,2025-04-01,CBE,Google Play
Excellent !!!,5,2025-04-01,CBE,Google Play
always we relay on,5,2025-04-01,CBE,Google Play
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play
goode app,5,2025-04-01,CBE,Google Play
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play
safe easy & fast,5,2025-04-01,CBE,Google Play
perfect,5,2025-04-01,CBE,Google Play
it's good app,5,2025-04-01,CBE,Google Play
nice,5,2025-04-01,CBE,Google Play
good app,5,2025-04-01,CBE,Google Play
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play
ጥሩ ነው,5,2025-04-01,CBE,Google Play
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play
good,5,2025-04-01,CBE,Google Play
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play
Good,5,2025-04-01,CBE,Google Play
nice app,5,2025-04-01,CBE,Google Play
best transaction method of financial,5,2025-04-01,CBE,Google Play
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play
good give us plus,5,2025-04-01,CBE,Google Play
Tnc Cbe,5,2025-04-01,CBE,Google Play
great apps,5,2025-03-31,CBE,Google Play
Excellent,5,2025-03-31,CBE,Google Play
nice,5,2025-03-31,CBE,Google Play
CBE,5,2025-03-31,CBE,Google Play
very good 👍 👏,5,2025-03-31,CBE,Google Play
great when it works,5,2025-03-31,CBE,Google Play
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play
excellent match application,5,2025-03-31,CBE,Google Play
very good,5,2025-03-31,CBE,Google Play
best app,5,2025-03-31,CBE,Google Play
The Best app😍😍😍,5,2025-03-31,CBE,Google Play
excellent app,5,2025-03-31,CBE,Google Play
easy to use and user friendly,5,2025-03-31,CBE,Google Play
good,5,2025-03-31,CBE,Google Play
very nice,5,2025-03-31,CBE,Google Play
well software,5,2025-03-31,CBE,Google Play
CBE very good apps,5,2025-03-31,CBE,Google Play
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play
excellent service,5,2025-03-31,CBE,Google Play
it's best,5,2025-03-31,CBE,Google Play
Amazing app,5,2025-03-31,CBE,Google Play
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play
very good and safe for me!,5,2025-03-31,CBE,Google Play
it is best bank,5,2025-03-31,CBE,Google Play
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,CBE,Google Play
good job,5,2025-03-31,CBE,Google Play
ቆንጆ ነው,5,2025-03-31,CBE,Google Play
Great version,5,2025-03-31,CBE,Google Play
excellent,5,2025-03-31,CBE,Google Play
Good and easy to use,5,2025-03-31,CBE,Google Play
nice app and fast money transfer,5,2025-03-31,CBE,Google Play
Really automated...,5,2025-03-31,CBE,Google Play
good App,5,2025-03-31,CBE,Google Play
bek betam kelal,5,2025-03-31,CBE,Google Play
"very good, keep it up",5,2025-03-31,CBE,Google Play
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,CBE,Google Play
nice,5,2025-03-30,CBE,Google Play
very good,5,2025-03-30,CBE,Google Play
good,5,2025-03-30,CBE,Google Play
simple&fast!!!,5,2025-03-30,CBE,Google Play
best app,5,2025-03-30,CBE,Google Play
great,5,2025-03-30,CBE,Google Play
it is very good app,5,2025-03-30,CBE,Google Play
best,5,2025-03-30,CBE,Google Play
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,CBE,Google Play
Very God thanks,5,2025-03-30,CBE,Google Play
best of bests,5,2025-03-30,CBE,Google Play
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play
it's very nice 👍.,5,2025-03-30,CBE,Google Play
👍,5,2025-03-30,CBE,Google Play
Very good,5,2025-03-30,CBE,Google Play
halan garidhaa cbe,5,2025-03-30,CBE,Google Play
best apps for useing,5,2025-03-30,CBE,Google Play
like it,5,2025-03-29,CBE,Google Play
good,5,2025-03-29,CBE,Google Play
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,CBE,Google Play
l love it,5,2025-03-29,CBE,Google Play
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,CBE,Google Play
Good,5,2025-03-29,CBE,Google Play
good,5,2025-03-28,CBE,Google Play
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,CBE,Google Play
Excellent but needed upgrading!,5,2025-03-28,CBE,Google Play
Best app,5,2025-03-28,CBE,Google Play
wow,5,2025-03-27,CBE,Google Play
Fantastic app! I appreciate it very much,5,2025-03-27,CBE,Google Play
Convenient app,5,2025-03-27,CBE,Google Play
Good,5,2025-03-26,CBE,Google Play
good,5,2025-03-26,CBE,Google Play
very nice one,5,2025-03-26,CBE,Google Play
good application,5,2025-03-25,CBE,Google Play
problem solver and the best fast app,5,2025-03-25,CBE,Google Play
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,CBE,Google Play
nice,5,2025-03-25,CBE,Google Play
ok,5,2025-03-25,CBE,Google Play
good,5,2025-03-25,CBE,Google Play
Thank you,5,2025-03-25,CBE,Google Play
cbe,5,2025-03-25,CBE,Google Play
ممتاز جدا جدا,5,2025-03-24,CBE,Google Play
very nice and convenient app,5,2025-03-24,CBE,Google Play
👍👍👍,5,2025-03-24,CBE,Google Play
Very good,5,2025-03-24,CBE,Google Play
nice,5,2025-03-24,CBE,Google Play
Best app,5,2025-03-24,CBE,Google Play
it's genuine app..,5,2025-03-24,CBE,Google Play
okay 👌👍,5,2025-03-24,CBE,Google Play
commercial dank...,5,2025-03-23,CBE,Google Play
great,5,2025-03-23,CBE,Google Play
it's very good,5,2025-03-23,CBE,Google Play
to getting money,5,2025-03-23,CBE,Google Play
it's very useful,5,2025-03-23,CBE,Google Play
nice,5,2025-03-23,CBE,Google Play
Good,5,2025-03-23,CBE,Google Play
best app and update more features *****,5,2025-03-23,CBE,Google Play
best app for this vast digital finanical word,5,2025-03-23,CBE,Google Play
this app is my favorite application,5,2025-03-23,CBE,Google Play
Hooo I love this application,5,2025-03-22,CBE,Google Play
good,5,2025-03-22,CBE,Google Play
nice app,5,2025-03-22,CBE,Google Play
Good,5,2025-03-22,CBE,Google Play
perfect,5,2025-03-22,CBE,Google Play
thank you for help,5,2025-03-22,CBE,Google Play
good app,5,2025-03-22,CBE,Google Play
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,CBE,Google Play
thank you,5,2025-03-22,CBE,Google Play
good app.,5,2025-03-22,CBE,Google Play
good,5,2025-03-21,CBE,Google Play
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,CBE,Google Play
Good app,5,2025-03-21,CBE,Google Play
amazing👌🫶🙏,5,2025-03-21,CBE,Google Play
Wow its my in,5,2025-03-21,CBE,Google Play
very good,5,2025-03-21,CBE,Google Play
CBE app is great,5,2025-03-20,CBE,Google Play
zaku,5,2025-03-20,CBE,Google Play
its good and saving time,5,2025-03-20,CBE,Google Play
full,5,2025-03-20,CBE,Google Play
good,5,2025-03-20,CBE,Google Play
ok,5,2025-03-20,CBE,Google Play
very good app,5,2025-03-20,CBE,Google Play
best,5,2025-03-19,CBE,Google Play
good,5,2025-03-19,CBE,Google Play
Reliable bank,5,2025-03-19,CBE,Google Play
ጥሩነዉ።,5,2025-03-19,CBE,Google Play
perfect app,5,2025-03-19,CBE,Google Play
It was nice but now it dose not opened the transactions,5,2025-03-18,CBE,Google Play
it's great,5,2025-03-18,CBE,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play
This App is not interest for Android phone Please update it .,1,2025-06-01,BOA,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play
the app crush frequently,1,2025-05-24,BOA,Google Play
You guys keeps getting worst,1,2025-05-22,BOA,Google Play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play
yideg,1,2025-04-18,BOA,Google Play
አይከፍትም እኮ,1,2025-04-17,BOA,Google Play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,Google Play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play
always problematic hardly works,1,2025-03-26,BOA,Google Play
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play
there is no speed,1,2025-03-19,BOA,Google Play
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play
Wow,1,2025-03-14,BOA,Google Play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play
