review,rating,date,bank,source,sentiment,sentiment_score
good app I like it,4,2025-01-06,CBE,Google Play,positive,0.9998677968978882
Thank you free 2 years,4,2025-01-06,CBE,Google Play,positive,0.9996683597564697
Flexible & easy service,4,2025-01-05,CBE,Google Play,positive,0.9997938275337219
𝕓𝕖𝕥𝕒𝕞 𝕒𝕣𝕚𝕗𝕖 𝕟𝕖𝕨,4,2025-01-05,CBE,Google Play,negative,0.8337252736091614
It is good,4,2025-01-04,CBE,Google Play,positive,0.9998494386672974
Very nice,4,2025-01-04,CBE,Google Play,positive,0.9998563528060913
Nice,4,2025-01-04,CBE,Google Play,positive,0.9998552799224854
መልካም ነው።,4,2025-01-03,CBE,Google Play,negative,0.8337252736091614
Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,4,2025-01-03,CBE,Google Play,positive,0.9998249411582947
It's good,4,2025-01-03,CBE,Google Play,positive,0.9998360872268677
🙏🙏🙏,4,2025-01-03,CBE,Google Play,negative,0.6970565915107727
Cammercial bank,4,2025-01-02,CBE,Google Play,negative,0.9768934845924377
👍👍,4,2025-01-01,CBE,Google Play,negative,0.6970565915107727
"Simple bug fix, would help if current exchange rate is displayed on the app.",4,2025-01-01,CBE,Google Play,negative,0.9989393353462219
I like it for overall services,4,2025-01-01,CBE,Google Play,positive,0.9997093081474304
When after updating the app it asked me to turn off developer mode how do i do that,4,2025-01-01,CBE,Google Play,negative,0.9982588887214661
Thats good for me,4,2025-01-01,CBE,Google Play,positive,0.999849796295166
The poorest app,4,2025-01-01,CBE,Google Play,negative,0.9997407793998718
Wow wonderful app thank you so much.,4,2025-01-01,CBE,Google Play,positive,0.9998775720596313
Best,4,2025-01-01,CBE,Google Play,positive,0.9997941851615906
Ok,4,2024-12-31,CBE,Google Play,positive,0.9997851252555847
nayis,4,2024-12-31,CBE,Google Play,negative,0.9524695873260498
"Best Mobile-Banking app! Moreover, I will rate 5 stars as soon as you add ""account statement display"" menu in it. Hopefully waiting, Thank you in advance!",4,2024-12-30,CBE,Google Play,positive,0.9989995360374451
Amazing app,4,2024-12-30,CBE,Google Play,positive,0.9998670816421509
Like,4,2024-12-30,CBE,Google Play,positive,0.9910564422607422
Good,4,2024-12-29,CBE,Google Play,positive,0.9998161196708679
I like this application,4,2024-12-29,CBE,Google Play,positive,0.9995908141136169
good app,4,2024-12-29,CBE,Google Play,positive,0.9998493194580078
"Everything is good except that it's asking me for update too much even though I updated the app many times and still mentioning that ""it is critical update"" so pls fix that",4,2024-12-27,CBE,Google Play,negative,0.8743709325790405
Good,4,2024-12-25,CBE,Google Play,positive,0.9998161196708679
Its good enough to transaction,4,2024-12-23,CBE,Google Play,positive,0.9998494386672974
Nice,4,2024-12-22,CBE,Google Play,positive,0.9998552799224854
Nice app,4,2024-12-22,CBE,Google Play,positive,0.9998061060905457
Try to fix ur night time network setup,4,2024-12-20,CBE,Google Play,negative,0.9994114637374878
Vivo v2333s,4,2024-12-20,CBE,Google Play,positive,0.9721411466598511
Easy to use and fast.,4,2024-12-18,CBE,Google Play,positive,0.9994307160377502
So amazing app I've ever seen,4,2024-12-17,CBE,Google Play,positive,0.9998512268066406
Very convenient and user-friendly app. I love it,4,2024-12-17,CBE,Google Play,positive,0.9997279047966003
"My experience with this app has been outstanding so far,but sometimes it has a hard time connecting with network and makes it hard to make transactions. Apart from that it's amazing.",4,2024-12-17,CBE,Google Play,positive,0.9803682565689087
super,4,2024-12-17,CBE,Google Play,positive,0.998783528804779
"It's very good app for transactions, to give you 5star one more thing you need to do is include bank statement showing methods. And one more thing after you take your commission why you take 5birr monthly without my confirmation?",4,2024-12-16,CBE,Google Play,positive,0.9873142838478088
Fast app,4,2024-12-16,CBE,Google Play,positive,0.9983617663383484
nic,4,2024-12-15,CBE,Google Play,positive,0.9977141618728638
የ 1 ወር transaction ቢያሳይ አሪፍ ነው እንዲያሳይ አድርጉልን,4,2024-12-12,CBE,Google Play,negative,0.9343535900115967
Vary excellent but update balance not seen at time transaction.,4,2024-12-09,CBE,Google Play,positive,0.5571494698524475
good,4,2024-11-30,CBE,Google Play,positive,0.9998161196708679
Fast and reliable,4,2024-11-30,CBE,Google Play,positive,0.9998595714569092
ንግድ,4,2024-11-25,CBE,Google Play,negative,0.6970565915107727
"Pretty straightforward, does what it's supposed to do. Wish it had beefier/ more detailed recent transactions though.",4,2024-11-25,CBE,Google Play,negative,0.98154217004776
Yadani Nagaro,4,2024-11-23,CBE,Google Play,negative,0.8292452096939087
This works fine !! Nice !!! But I was wondering can I see my statement from the app?,4,2024-11-21,CBE,Google Play,positive,0.9906228184700012
Good app,4,2024-11-21,CBE,Google Play,positive,0.9998493194580078
improvement,4,2024-11-19,CBE,Google Play,positive,0.9987468719482422
Its good bank in ethiopia,4,2024-11-19,CBE,Google Play,positive,0.9997450709342957
It is very easy to use and preferable overall I really liked this app,4,2024-11-13,CBE,Google Play,positive,0.9995989203453064
"The 'unsubscribe' button in the CBE Android app is misplaced. It should be at the middle of the menu or somewhere else rather than at the end. The end is usually for a 'log out"" and I inadvertently touched ''unsubscribe"" many times. This could lead to customers accidentally unsubscribing from the service.",4,2024-11-11,CBE,Google Play,negative,0.9997537732124329
Very great job,4,2024-11-09,CBE,Google Play,positive,0.9998703002929688
Good,4,2024-11-07,CBE,Google Play,positive,0.9998161196708679
"you brought new feature which is standing order, but it doest have option to delete/edit amount",4,2024-11-06,CBE,Google Play,negative,0.9900402426719666
Very nice app ግን አንዳንዴ በጣም ይንቀረፈፋል ማሻሻል አለባችሁ ፍጥነት ያስፈልጋል,4,2024-11-05,CBE,Google Play,positive,0.9993495345115662
Best application,4,2024-11-01,CBE,Google Play,positive,0.9998098015785217
Avery good app designed by CBE makes life easier.,4,2024-10-30,CBE,Google Play,positive,0.9993607401847839
ብርለማስተላፍ ፈልጌ አልሰራልኝም ለምን?,4,2024-10-24,CBE,Google Play,negative,0.966195821762085
"The best mobile banking in the world. I love it, thank you!!!! But try to have more servers, sometimes it is busy.",4,2024-10-21,CBE,Google Play,negative,0.987160325050354
Nice &simple app,4,2024-10-18,CBE,Google Play,positive,0.9997879862785339
"I like the app, easy to use, if possible please add some more features like calculator. Simply add one more icon with calculator function, so the users can easily do some calculation without closing the app.",4,2024-10-15,CBE,Google Play,positive,0.9953567385673523
It is good,4,2024-10-15,CBE,Google Play,positive,0.9998494386672974
"Fast and easy to use, simple app at all!👌",4,2024-10-13,CBE,Google Play,positive,0.9965975880622864
"It's good ,but in the history list, it doesn't show a reason for transactions.",4,2024-10-11,CBE,Google Play,negative,0.9974019527435303
CBE is a great way to use it.,4,2024-10-04,CBE,Google Play,positive,0.9984910488128662
Am happy for the service,4,2024-10-03,CBE,Google Play,positive,0.9998617172241211
"The increase in the amount of the Daily Exchange should be increased to 6,000,000 ETB instead of 600,000 ETB.",4,2024-09-28,CBE,Google Play,negative,0.9991143345832825
I have been using this app for log time since It come to existence and its its marvelous app and usually enjoy its function and simplicity. I know pay everything with this app and make my transaction all by this app. Great Job by CBE.,4,2024-09-25,CBE,Google Play,positive,0.9988895058631897
Good job,4,2024-09-25,CBE,Google Play,positive,0.999835729598999
Good job,4,2024-09-21,CBE,Google Play,positive,0.999835729598999
Ok,4,2024-09-14,CBE,Google Play,positive,0.9997851252555847
"Error free, user friendly best app🙏",4,2024-09-14,CBE,Google Play,positive,0.8171701431274414
This application is very nice mobile banking agent and various transactions can be used download and use,4,2024-09-12,CBE,Google Play,positive,0.998009979724884
"When I enter values in the Amount and Remark fields and click the Continue button, I encounter an error. However, the transaction still deducts the specified amount. It is essential to test this error handling functionality.",4,2024-09-11,CBE,Google Play,negative,0.9891905784606934
"please fix the recent transaction page, it's not showing recent transactions",4,2024-09-08,CBE,Google Play,negative,0.9994070529937744
🄾7🄰.,4,2024-09-07,CBE,Google Play,negative,0.6269728541374207
Very convenient and easy to use,4,2024-09-03,CBE,Google Play,positive,0.9995095729827881
It is the best app I like it,4,2024-09-02,CBE,Google Play,positive,0.9998462200164795
Good,4,2024-08-28,CBE,Google Play,positive,0.9998161196708679
From all commercial banks in Ethiopia this app is very easy to use and the fastest one From other banks Mobile banking app.,4,2024-08-18,CBE,Google Play,positive,0.9987665414810181
Recently I have been struggling accessing Cbe app with safaricom network... why???,4,2024-08-18,CBE,Google Play,negative,0.9993330836296082
በጣም አሪፍ እና ለአጠቃቀም ቀላል ነው,4,2024-08-17,CBE,Google Play,negative,0.9046952724456787
It is good app,4,2024-08-11,CBE,Google Play,positive,0.9998652935028076
"The app is simple, fast, and convenient to use.",4,2024-08-10,CBE,Google Play,positive,0.9986982345581055
I can't change my pin.😢,4,2024-08-10,CBE,Google Play,negative,0.9930024743080139
Best app,4,2024-08-09,CBE,Google Play,positive,0.999686598777771
Ok 99%,4,2024-08-07,CBE,Google Play,positive,0.9998070597648621
Good,4,2024-08-06,CBE,Google Play,positive,0.9998161196708679
👍,4,2024-08-06,CBE,Google Play,negative,0.6970565915107727
Good app,4,2024-08-05,CBE,Google Play,positive,0.9998493194580078
Good app but it not allowed me to link my ac with walet,4,2024-08-03,CBE,Google Play,negative,0.9182763695716858
Ow 🤞🤞🤞 cbe app mobanking,4,2024-08-02,CBE,Google Play,negative,0.9880784153938293
የመተግበሪያው የይለፍ ቃል በተጨማሪ የጣት አሻራ ቢኖረው።,4,2024-07-26,CBE,Google Play,negative,0.9239576458930969
Nice,4,2024-07-20,CBE,Google Play,positive,0.9998552799224854
"This app is very good. But, Sometimes it doesn't work properly by the problem of network.",4,2024-07-19,CBE,Google Play,negative,0.9964278340339661
Good service but need imrove mostly bcause some times no work,4,2024-07-16,CBE,Google Play,negative,0.9407733678817749
Great app,4,2024-07-10,CBE,Google Play,positive,0.999821126461029
"Very good app, but why we don't see the statements?",4,2024-07-08,CBE,Google Play,positive,0.528942346572876
Good,4,2024-07-03,CBE,Google Play,positive,0.9998161196708679
It is a good app,4,2024-07-01,CBE,Google Play,positive,0.9998643398284912
i am tesfalegn,4,2024-06-29,CBE,Google Play,positive,0.7693727612495422
Nice app !!but not tomuch,4,2024-06-24,CBE,Google Play,positive,0.9263156652450562
Nice but please active always.,4,2024-06-03,CBE,Google Play,positive,0.9997498393058777
Nuradin mahamad abdala,4,2024-06-03,CBE,Google Play,positive,0.9689998030662537
Excellent app,4,2024-06-01,CBE,Google Play,positive,0.9998356103897095
Good,4,2024-06-01,CBE,Google Play,positive,0.9998161196708679
This app is more relable and good to use .,4,2024-05-30,CBE,Google Play,positive,0.9956617951393127
Easy to use and a lot of functionalities! Keep your eyes on two things: 1. The transactions shown in the Recent section are messed up (every time I refresh it it shows different output of order and messed transaction list) 2. What if we can transfer to other Telebirr number Finally the transaction fee for transfers made other than CBE acc is expensive.,4,2024-05-28,CBE,Google Play,negative,0.9994989633560181
Daily internal account to account transfer must be amended since its internal transactions,4,2024-05-24,CBE,Google Play,negative,0.9856992363929749
Applicationu arf new gn andande yaschegiral ahuninm hizbu benante bedemb eskireka mesrat new plus be meskot yemiseru serategnoch ke lela bank sinetsatser le dembegna kibir yelachewm endefelegut new yemiaerut +telebirr only own telebirr bicha bayhon le leloch yeminilikibet amarach bifeter...Thanks,4,2024-05-22,CBE,Google Play,negative,0.9636375904083252
"It is helpful app which can be used easily but one important thing, when you send or receive a money it does not appear the hour and the minutes. You don't know if it is afternoon or morning. It is better the receipt to have date and time.",4,2024-05-17,CBE,Google Play,negative,0.993380069732666
It's very interesting,4,2024-05-17,CBE,Google Play,positive,0.9998812675476074
Cbe provides a greatest mobile banking service in Ethiopia.,4,2024-05-17,CBE,Google Play,positive,0.9995653033256531
Better,4,2024-05-12,CBE,Google Play,positive,0.999264657497406
It's fantastic app,4,2024-05-11,CBE,Google Play,positive,0.9998770952224731
Good content but some times sent money but on pending,4,2024-05-10,CBE,Google Play,negative,0.8957780003547668
𝑻𝒉𝒊𝒔 𝒂𝒑𝒑𝒍𝒊𝒄𝒂𝒕𝒊𝒐𝒏 𝒊𝒔 𝒗𝒆𝒓𝒚 𝒈𝒐𝒐𝒅,4,2024-05-07,CBE,Google Play,negative,0.8832131028175354
💚💛❤,4,2024-05-05,CBE,Google Play,negative,0.6970565915107727
It is nice app & simple to use it,4,2024-05-03,CBE,Google Play,positive,0.9997854828834534
Ok,4,2024-04-29,CBE,Google Play,positive,0.9997851252555847
Love,4,2024-04-28,CBE,Google Play,positive,0.9998735189437866
It's easy to use and safe,4,2024-04-28,CBE,Google Play,positive,0.9997370839118958
It's the best mobile banking application ever!,4,2024-04-26,CBE,Google Play,positive,0.9998086094856262
It don't work The application is Doesn't work,4,2024-04-22,CBE,Google Play,negative,0.9997579455375671
Good,4,2024-04-22,CBE,Google Play,positive,0.9998161196708679
Best app except ballance update is slow,4,2024-04-21,CBE,Google Play,negative,0.9924665093421936
v.good app !,4,2024-04-20,CBE,Google Play,positive,0.9991782307624817
Nice,4,2024-04-20,CBE,Google Play,positive,0.9998552799224854
በጣም ምርጥ app እና በጣም ቀልጣፋ system አለው ብዙ ስራዎቼን አቅልሎኛል ጊዜዬን እንድጠቀም የምፈልገውን እቃ ካለሁበት ቦታ ሆኜ እንድገዛ እረድቶኛል,4,2024-04-20,CBE,Google Play,negative,0.9620638489723206
Nice.....it is providing services exceptionally quickly. thanks 👂,4,2024-04-20,CBE,Google Play,positive,0.9998071789741516
🙏🙏🙏🙏🙏,4,2024-04-16,CBE,Google Play,negative,0.6970565915107727
"That's good,but it deserves security l.",4,2024-04-14,CBE,Google Play,positive,0.998637855052948
It is a very convenient app to use.,4,2024-04-13,CBE,Google Play,positive,0.9936892986297607
እንዲህ አይነት ቀላል፣ ያማረ እና ለአጠቃቀም ምቹ መሆኑ እንድንወደው አድርጎናል።,4,2024-04-12,CBE,Google Play,negative,0.9489791989326477
"Why are we unable to transfer more than 10,000 to another bank?",4,2024-04-11,CBE,Google Play,negative,0.9995083808898926
Thank you,4,2024-04-09,CBE,Google Play,positive,0.9998352527618408
"please include transfer to its own telebirr Merchant account for the trader. We cannot transfer money from our CBE account to our telebirr Merchant account, all transfer from our account considered as payment.",4,2024-04-05,CBE,Google Play,negative,0.9981817007064819
Recently it is not performing well after the system modification works,4,2024-04-02,CBE,Google Play,negative,0.9997363686561584
Very good 👍,4,2024-03-30,CBE,Google Play,positive,0.999870777130127
Birr selala bederegn nw,4,2024-03-30,CBE,Google Play,negative,0.9516522288322449
Good,4,2024-03-28,CBE,Google Play,positive,0.9998161196708679
It's a very interesting app to have a safe money transaction. Appreciate it,4,2024-03-19,CBE,Google Play,positive,0.9996427297592163
Waa,4,2024-03-18,CBE,Google Play,negative,0.9928324222564697
Best solution for easy life !,4,2024-03-18,CBE,Google Play,positive,0.9993915557861328
Dowelled frome Google appe stor,4,2024-03-18,CBE,Google Play,negative,0.9940987825393677
Beter than all others I have account with commercial bank of Ethiopia this chance is a higher profile gift to up grading the livelihood of the poor ones as well as the government revenue,4,2024-03-17,CBE,Google Play,positive,0.9990053772926331
Add pagination instead of loading all txns at once. Simple,4,2024-03-16,CBE,Google Play,negative,0.7467556595802307
Good app,4,2024-03-13,CBE,Google Play,positive,0.9998493194580078
በጣም አስቸጋሪ ሁኔታ ውስጥ ገብተናል በንግድ ባንክ የተለያዩ አማራጮች ብንጠቀምም የፍጥነት ሁኔታው አሁንም ሊሻሻል አልቻለም!,4,2024-03-09,CBE,Google Play,positive,0.9769909977912903
Good,4,2024-03-09,CBE,Google Play,positive,0.9998161196708679
Excellent App and easy to use.,4,2024-03-07,CBE,Google Play,positive,0.9998433589935303
Adding fingerprint access would greatly improve the experience.,4,2024-03-04,CBE,Google Play,positive,0.9934448003768921
Sometimes the app doesn't not working,4,2024-03-02,CBE,Google Play,negative,0.9997143149375916
Good,4,2024-02-29,CBE,Google Play,positive,0.9998161196708679
ጥሩ ነው,4,2024-02-28,CBE,Google Play,negative,0.7850590348243713
Nice,4,2024-02-27,CBE,Google Play,positive,0.9998552799224854
"Wow cbe keep up the good work, the interface is very attractive,the processing speed is good(needs to put some effort),canceling or aborting any proceeding task seems impossible(of course the payment process should not be interrupted...i do agree)...all in all, I'm hoping this will be resolved soon by the updates...",4,2024-02-27,CBE,Google Play,positive,0.9992352724075317
Good app but no chance for money withdrawal option for cardless,4,2024-02-27,CBE,Google Play,negative,0.9036108255386353
waw its grate app,4,2024-02-26,CBE,Google Play,negative,0.9838654398918152
Thanks allot I brishye this app,4,2024-02-24,CBE,Google Play,positive,0.9983972907066345
አሰተማማኝ አፐ,4,2024-02-24,CBE,Google Play,negative,0.7850590348243713
Good,4,2024-02-23,CBE,Google Play,positive,0.9998161196708679
SultanaShafii,4,2024-02-23,CBE,Google Play,positive,0.9595633149147034
it's great & useful app,4,2024-02-23,CBE,Google Play,positive,0.9998630285263062
Very fast and manageable,4,2024-02-23,CBE,Google Play,positive,0.9998089671134949
This app is helpfull but the only problem i am facing is I lost all my previous transaction and list of contacts(acc numbers those were saved in the app) when i updated the latest one. And how can i restor it pls,4,2024-02-23,CBE,Google Play,negative,0.9996886253356934
Not bad,4,2024-02-19,CBE,Google Play,positive,0.9995881915092468
it's very good app,4,2024-02-18,CBE,Google Play,positive,0.9998728036880493
፦፦፧፨፧፦፧፧፧፨፧፧፦፧፦፧፦፤,4,2024-02-17,CBE,Google Play,negative,0.9593425393104553
The APP is very fast that is good,4,2024-02-16,CBE,Google Play,positive,0.9998610019683838
wow,4,2024-02-16,CBE,Google Play,positive,0.999592125415802
It's good but i can't send money for other tell birr account i don't like this ....,4,2024-02-16,CBE,Google Play,negative,0.9894452691078186
cool,4,2024-02-15,CBE,Google Play,positive,0.9998509883880615
It is easy and fast app,4,2024-02-14,CBE,Google Play,positive,0.9992641806602478
The New realese is just WOW every feature is very importat and mostly the verification was an important feature. Thank you CBE APP Developer team👍,4,2024-02-14,CBE,Google Play,positive,0.9902398586273193
Everything is good. Specially its simplicity. But it is better if there were transaction feature for more than one account in separate,4,2024-02-14,CBE,Google Play,positive,0.9701988697052002
"It's been long time since i stepped on a door of a bank. I send, receive a mony, pay my utilities and do all the finantial stuffs. I loved it!! But I think the security should be more. stronger. Like making the code 6 degits. Thank You!",4,2024-02-14,CBE,Google Play,positive,0.9827173352241516
Nice and easy to use,4,2024-02-13,CBE,Google Play,positive,0.9998689889907837
This app doesn't run on rooted devices 😥,4,2024-02-13,CBE,Google Play,negative,0.9851085543632507
Please fix the error popping up after a successful transfer to other bank. It appears as if the transfer is not successful.,4,2024-02-13,CBE,Google Play,negative,0.9996015429496765
አሁን ያለው ጥሩ ሆኖ እያለ፣ ያለ ATM ካርድ ATM Machine መጠቀም የሚያስችል ቢሆን የበለጠ ተመራጭ ያደርጋል።,4,2024-02-13,CBE,Google Play,negative,0.9740146994590759
The new updated version crush several times it need to be fixed asap,4,2024-02-13,CBE,Google Play,negative,0.9971708655357361
Gadisa aduna,4,2024-02-12,CBE,Google Play,positive,0.9894248247146606
Maybe the only nun crushing banking app in ET??,4,2024-02-12,CBE,Google Play,negative,0.998245358467102
Excellent,4,2024-02-11,CBE,Google Play,positive,0.9998434782028198
Proportional,4,2024-02-11,CBE,Google Play,positive,0.998945415019989
Fayis Ateyib Asmani,4,2024-02-11,CBE,Google Play,positive,0.8104614019393921
Preferable and No #1 mobile banking appn!!just wow... 🙏,4,2024-02-11,CBE,Google Play,positive,0.9314731955528259
Nice up,4,2024-02-11,CBE,Google Play,positive,0.9998586177825928
Quick transaction and no delays Sometimes ithasa glitch butost of the time great. And the glitch is out side working hours it said transaction failure while your balance is reduced So if you haven't noticed you repeat the same process and your balance gets reduced every time.,4,2024-02-10,CBE,Google Play,negative,0.9840123653411865
Very god active app i liked it,4,2024-02-08,CBE,Google Play,positive,0.9986065030097961
Good,4,2024-02-08,CBE,Google Play,positive,0.9998161196708679
ከእሁድ ውጪ በጣም ጥሩ ነው።እሁድ እሁድ ግን ከባንኩ ሰራተኞች እኩል አይሰራም። ይሁን እሱንስ ማን አየበት😂,4,2024-02-07,CBE,Google Play,negative,0.9593425393104553
nice,4,2024-02-07,CBE,Google Play,positive,0.9998552799224854
Nice app except sometimes the sync is not working!,4,2024-02-07,CBE,Google Play,negative,0.6417351961135864
Nice,4,2024-02-07,CBE,Google Play,positive,0.9998552799224854
Arif app new,4,2024-02-04,CBE,Google Play,negative,0.5203981995582581
Great app,4,2024-02-03,CBE,Google Play,positive,0.999821126461029
Too difficult to sign in.,4,2024-02-02,CBE,Google Play,negative,0.9997864365577698
666🇦🇱🇦🇱🇦🇱🇦🇱,4,2024-02-02,CBE,Google Play,negative,0.6970565915107727
Excellent app.,4,2024-02-02,CBE,Google Play,positive,0.9998461008071899
Very good,4,2024-02-01,CBE,Google Play,positive,0.9998520612716675
I like it thanks,4,2024-01-29,CBE,Google Play,positive,0.9998262524604797
"It is a good app. But it is better to add the following features in the next version, 1) Add ATM withdrawal option 2) Password reset option 4) Finger print option 3) E-receipt",4,2024-01-26,CBE,Google Play,positive,0.7158299088478088
Good but do more on it,4,2024-01-23,CBE,Google Play,positive,0.999518871307373
It is easy to use and simplify everything,4,2024-01-20,CBE,Google Play,positive,0.9988002777099609
"1. It is good, flexible, simple and easy. But it can't serve offiline and didn't compliment with the ussd *889# 2. Checking Account balance is off and hidden under transfer.",4,2024-01-17,CBE,Google Play,negative,0.990911066532135
Nice,4,2024-01-16,CBE,Google Play,positive,0.9998552799224854
Very stable and easy to use it's way better than any other bank apps,4,2024-01-14,CBE,Google Play,positive,0.9996719360351562
"I haven't been seen on it any problems before but here i faced some obstacles to enter to my account it says me ""no account available"" so help me and solve this problem.",4,2024-01-11,CBE,Google Play,negative,0.9994391798973083
Great,4,2024-01-09,CBE,Google Play,positive,0.9998630285263062
So easy. Faster!,4,2024-01-05,CBE,Google Play,positive,0.9985835552215576
"It is light, excellent app.",4,2023-12-30,CBE,Google Play,positive,0.9998680353164673
Goood app,4,2023-12-21,CBE,Google Play,negative,0.9925320744514465
ease to acces,4,2023-12-18,CBE,Google Play,positive,0.9996819496154785
Its not update balance immediately,4,2023-12-13,CBE,Google Play,negative,0.9936878085136414
"It's very nice app, the connection is good as well. But It only allow water bill payment for addis abeba why is that",4,2023-12-13,CBE,Google Play,negative,0.6481781601905823
Wow good work 🤝,4,2023-12-13,CBE,Google Play,positive,0.9998650550842285
Good,4,2023-12-09,CBE,Google Play,positive,0.9998161196708679
Good,4,2023-12-08,CBE,Google Play,positive,0.9998161196708679
Better,4,2023-12-05,CBE,Google Play,positive,0.999264657497406
Powerful app,4,2023-12-02,CBE,Google Play,positive,0.9998375177383423
It is good but modify it in away that shows 15 days statement,4,2023-12-02,CBE,Google Play,positive,0.5422461628913879
Ok,4,2023-11-20,CBE,Google Play,positive,0.9997851252555847
Best mobile banking app ever,4,2023-11-19,CBE,Google Play,positive,0.9997294545173645
Some times facing delayed cynching,4,2023-11-19,CBE,Google Play,negative,0.9941065311431885
"Good but currently not update, the status",4,2023-11-18,CBE,Google Play,positive,0.6450408101081848
Good,4,2023-11-17,CBE,Google Play,positive,0.9998161196708679
"Its so flexible, easy and fast. More perfect if adding another acc. is possible Or interchangeabily within different account for those who use multiple acc.",4,2023-11-16,CBE,Google Play,positive,0.9996473789215088
Wondeful app,4,2023-11-14,CBE,Google Play,positive,0.9994534850120544
App bareeda haala salpaan taheen fayiidaa nuuf kennaa jira garuu mallaaqa yeroo gara baankii biraa erginuu hammi murachuutti jirtan xiqqo nibaayitee silaa xiqqo gadi buustan gaariidha je'een yaada isinis mallaqa keenyaan waan fayyadamaa jirtaniif.,4,2023-11-12,CBE,Google Play,negative,0.9950805902481079
It a best,4,2023-11-12,CBE,Google Play,positive,0.9998522996902466
Amazing app👌,4,2023-11-09,CBE,Google Play,positive,0.9998632669448853
Its fantastics app but some time the transaction be very slow,4,2023-11-05,CBE,Google Play,negative,0.9945302605628967
I love the app 🤩,4,2023-11-03,CBE,Google Play,positive,0.9997480511665344
But currently stopped working,4,2023-10-28,CBE,Google Play,negative,0.998978853225708
The app Is very good but the amharic language option doesn't work properly like you select amharic option and go to transfer sub option it automaticaly changes to engilsh .so it's good if you work on it.thanks!!!,4,2023-10-23,CBE,Google Play,positive,0.9514427185058594
Good fleeng,4,2023-10-23,CBE,Google Play,positive,0.9993140697479248
Very Nice!,4,2023-10-19,CBE,Google Play,positive,0.999860405921936
Good app but needs to add or update mini and long statements of account movement like EBIR APP,4,2023-10-17,CBE,Google Play,negative,0.98336261510849
"All most Good, but need improvement",4,2023-10-17,CBE,Google Play,negative,0.8200955390930176
Wwwe,4,2023-10-17,CBE,Google Play,positive,0.7768387198448181
Non avaliable how to work cbe mobile banking,4,2023-10-16,CBE,Google Play,negative,0.9980533123016357
"Great app and you should add a way to transfer from beneficiaries, to prevent manual typing.",4,2023-10-14,CBE,Google Play,positive,0.9549286365509033
Saddamjohargmail.come,4,2023-10-13,CBE,Google Play,negative,0.9346394538879395
connection not good,4,2023-10-09,CBE,Google Play,negative,0.9995860457420349
"It's the best beginning, as CBE is back-bone of our economy, it needs more accessibility with security. So, it will be better when biometric screening system installed to this app to advance the security.",4,2023-10-05,CBE,Google Play,negative,0.9916732907295227
"It's a fast and responsive app. But for those of us who want detailed transaction info, and statement going back a long time, it's lacking.",4,2023-09-30,CBE,Google Play,negative,0.9992436170578003
nice,4,2023-09-29,CBE,Google Play,positive,0.9998552799224854
It's very nice app,4,2023-09-27,CBE,Google Play,positive,0.9998631477355957
This is a good app,4,2023-09-24,CBE,Google Play,positive,0.9998599290847778
It is good but you can upgrade more,4,2023-09-24,CBE,Google Play,positive,0.998715877532959
I like this app it's very convenient to use.,4,2023-09-21,CBE,Google Play,positive,0.9981985688209534
ቫሪፋይ ለማድረግ የግድ ወደ ቅርንጫ መሄድ ብዙ አስላጊ አይደለም ግን የተሻለ ደህንነት አለው የምትሉትን ሲስተም ብትጠቀሙ እና ሰውን ከእንግልት ብታድኑ እላለሁ በተረፈ አሪፍ ነው,4,2023-09-18,CBE,Google Play,negative,0.9613831043243408
"Accounts only displays the first 14 transactions; it would be preferable if we could see all transactions, especially if we could search by transaction number.",4,2023-09-16,CBE,Google Play,negative,0.9933266639709473
Most of the time response time using msg is to slow many of wrongly transfer more than ones. I wish it is instant.,4,2023-09-13,CBE,Google Play,negative,0.9972797632217407
Good way to pay,4,2023-09-12,CBE,Google Play,positive,0.9998480081558228
He,4,2023-09-10,CBE,Google Play,positive,0.9706524014472961
Just wish it has a dark mode.,4,2023-09-09,CBE,Google Play,negative,0.9981200098991394
App. With a good performance,4,2023-09-09,CBE,Google Play,positive,0.9998494386672974
Its fine between Cbe to cbe and telebirr.,4,2023-09-06,CBE,Google Play,positive,0.9979133009910583
It's okay,4,2023-09-06,CBE,Google Play,positive,0.9998279809951782
ALWAYS GOOD,4,2023-09-06,CBE,Google Play,positive,0.9998605251312256
Good Experience,4,2023-09-05,CBE,Google Play,positive,0.9998599290847778
The network,4,2023-08-31,CBE,Google Play,positive,0.9779631495475769
I like it and that is exceptional,4,2023-08-28,CBE,Google Play,positive,0.99988853931427
Giod,4,2023-08-25,CBE,Google Play,positive,0.9893913269042969
Nice app ever,4,2023-08-15,CBE,Google Play,positive,0.9998384714126587
