review,rating,date,bank,source,sentiment,sentiment_score,clean_review,themes
Shameful,1,2024-09-17,BOA,Google Play,negative,0.998016357421875,shameful,other
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,negative,0.5611275434494019,wor app recommende,other
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,negative,0.9988893866539,hour wait transfer money telebirr transfer delay issue need money,"features, performance"
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,negative,0.9993953704833984,boa unreasonably hold delay transaction day transaction bank huge gap observe boa mobile banking experience kind challenge have transaction bank mobile banking platform wait long call customer support team response give system hold transaction release work day totally fair,"support, performance"
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,negative,0.999777853488922,work need big update update app quickly,other
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,negative,0.999325394630432,well app mobile app turn developer option time wanna use app annoying,other
It doesn't work.,1,2024-09-12,BOA,Google Play,negative,0.9997761845588684,work,other
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,negative,0.9997968077659608,request successful check device connectivity try bank manager tell phone android version ridiculous disappointing,other
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,negative,0.9998114705085754,download screenshot payment receipt kinda bad app,features
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,negative,0.9501880407333374,yegema app,other
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,negative,0.9996864795684814,appropriate app know boa develop app expect crazy un confortable app form boa soory,other
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,negative,0.9997275471687316,shockingly bad decide work painfully slow frustrating shame stain extraordinary bank,performance
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,negative,0.999210000038147,crash frequently launch android think actually work version available download device begin like finance app well month ago upgrade well,performance
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,negative,0.9639249444007874,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ app እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,other
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,negative,0.9958102703094482,nice look app terrible user experience,other
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,negative,0.8734644651412964,wor mb app,other
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,negative,0.9987314343452454,plz fix app screenshot lovation hide glarey share botten work,other
Apollo's,1,2024-08-29,BOA,Google Play,positive,0.9974138736724854,apollo,other
The worst experience ever,1,2024-08-29,BOA,Google Play,negative,0.999792754650116,bad experience,other
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,negative,0.999367892742157,hi problem app boa mobile know wrong app time download sam work sam like app way customer know account check save book,support
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,negative,0.9990233182907104,sick tiere enable disable developer option everytime use app maybe know maybe not fix anoye,other
The worst app ever,1,2024-08-26,BOA,Google Play,negative,0.9997934699058532,bad app,other
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,negative,0.9855504035949708,not recommand,other
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,negative,0.9988825917243958,application work update able use forgot password feature block access,access
App isn't working,1,2024-08-18,BOA,Google Play,negative,0.9995692372322084,app work,other
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,negative,0.99963116645813,trust bank service,other
Horrible,1,2024-08-14,BOA,Google Play,negative,0.9997841715812684,horrible,other
Mostly not working 😑,1,2024-08-14,BOA,Google Play,negative,0.9995824694633484,work,other
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,negative,0.9998080134391784,poor app b c highly slow open app,performance
best,1,2024-08-12,BOA,Google Play,positive,0.9997941851615906,well,other
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,negative,0.9997676014900208,bad app,other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,negative,0.9998038411140442,total disaster app offline work embarassing lose hope take business competitor,other
Gamebela,1,2024-08-08,BOA,Google Play,positive,0.8994184732437134,gamebela,other
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,negative,0.999744474887848,poor app use start open app,other
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,negative,0.9987001419067384,app take long time open work simply bank application app digital invoice able find screeshot keep transaction developer fix,other
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,negative,0.9998094439506532,bad app user friendly serve basic functionality correctly take time login navigate app expect bank,access
Bad app .,1,2024-08-06,BOA,Google Play,negative,0.9997915625572203,bad app,other
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,negative,0.9994394183158876,mean big financial company like irresponsible release app ashamed,other
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,negative,0.6970565915107727,,other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,negative,0.99793541431427,necessary switch developer option time use mobile banking,other
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,negative,0.9997755885124208,previous version well work,other
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,negative,0.9998201727867126,know wrong boa bank general go backwards year app disaster use possible way stable log slow perform transaction screenshot find picture save screenshot option time fail perform transaction simply bad,"access, performance"
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,positive,0.9958856701850892,note cbe mobile banking app good banking app currently note improve ur app u learn best,other
It's a useless app,1,2024-08-02,BOA,Google Play,negative,0.9998058676719666,useless app,other
Poor network,1,2024-08-01,BOA,Google Play,negative,0.9997891783714294,poor network,other
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,negative,0.9993754029273988,completely work app know work properly sad,other
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,negative,0.9953023195266724,app open say coonection issue not open bug smooth work improve,other
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,negative,0.999817192554474,work totally useless app,other
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,negative,0.9989368319511414,app troubling day work love bank hate app,other
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,negative,0.9998024106025696,disappointing app,other
The worst app,1,2024-07-28,BOA,Google Play,negative,0.9997969269752502,bad app,other
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,negative,0.9993472695350648,open display error message,other
not active,1,2024-07-27,BOA,Google Play,negative,0.999765932559967,active,other
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,negative,0.9647620320320128,አይሰራም እኮ ምንድን ነው ችግሩ,other
uselss app dont download,1,2024-07-26,BOA,Google Play,negative,0.9977203011512756,uselss app not download,other
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,negative,0.9997162222862244,app fake try work try later unable transaction purpose app work delete,access
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,negative,0.9991223216056824,app work new version new app compatible samsung,other
Corrupted and poor app,1,2024-07-24,BOA,Google Play,negative,0.9997439980506896,corrupted poor app,other
Good,1,2024-07-24,BOA,Google Play,positive,0.999816119670868,good,other
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,positive,0.999450385570526,fix apollo guy good,other
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,negative,0.9994396567344666,slow work weekend rush merchant app,performance
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,negative,0.9997815489768982,difficult use user app one dawenload user operate help,support
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,negative,0.999744474887848,poor application turn,other
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,negative,0.9991043210029602,usually crash reason give problem internet connection internet fine,performance
we want international mobile banking,1,2024-07-22,BOA,Google Play,positive,0.958784818649292,want international mobile banking,other
Naziriet measho 89160437,1,2024-07-22,BOA,Google Play,negative,0.9862651228904724,naziriet measho,other
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,negative,0.9996222257614136,work apollo u well pls gonne stop bank mobile banking,other
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,negative,0.9997739195823668,app work android show error notification forcefully close app fix asap,features
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,negative,0.999760091304779,crash frequently stable overall need improvement huge bank need well app current,performance
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,positive,0.9991149306297302,previous application well,other
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,negative,0.9994294047355652,bad app wise invest money like cbe app incon image app well ui invest hire professional developer company improve,other
It is not working at all,1,2024-07-16,BOA,Google Play,negative,0.9997811913490297,work,other
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,negative,0.999705970287323,poor mobile banking survice error report frequently,other
😞😞😞😞,1,2024-07-16,BOA,Google Play,negative,0.6970565915107727,,other
😡😡😡😡😡😡😡,1,2024-07-15,BOA,Google Play,negative,0.6970565915107727,,other
The worst banking app,1,2024-07-15,BOA,Google Play,negative,0.9998050332069396,bad banking app,other
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,negative,0.9988401532173156,app constantly crash freeze send boa customer account,"support, performance"
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play,negative,0.9998112320899964,functional keep say error unable activate,access
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play,negative,0.998315453529358,believe abyssinia develop kind trash app lot issue,other
It doesn't work,1,2024-07-12,BOA,Google Play,negative,0.9997813105583192,work,other
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play,negative,0.7850590348243713,ጭራሽ አይነፋም,other
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play,negative,0.9997655749320984,stupid app see turn developer mode app secure clearly indicate app poor implementation unskilled developer lot people need developer option different reason sake bank fix thing secure international banking app require mention lag crash,performance
The worst mobile banking app,1,2024-07-11,BOA,Google Play,negative,0.9997923970222472,bad mobile banking app,other
Useless,1,2024-07-11,BOA,Google Play,negative,0.9997991919517516,useless,other
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play,negative,0.9997914433479308,app keep crash stop respond try open app bank person banking activity short bad mobile banking system ethiopia,performance
Too late!,1,2024-07-10,BOA,Google Play,negative,0.9988941550254822,late,other
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,negative,0.9983060359954834,error occur try day tele birr user find ለራሴ አዝዤ,other
Good but Very slow.,1,2024-07-08,BOA,Google Play,positive,0.9877548813819884,good slow,performance
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,negative,0.9998026490211488,bad app work,other
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,negative,0.9991281628608704,go use app trash care app bank rate,other
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,negative,0.9996892213821412,usually crash unable process request developer option,"access, performance"
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,negative,0.9974097609519958,believe day age major bank country understand have work mobile payment option survive decide account cbe awash bother useless app,features
Is it even working these days? Please check it.,1,2024-07-04,BOA,Google Play,positive,0.9892704486846924,work day check,other
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play,negative,0.9995259046554564,app essentially unusable ask disable developer mode disabled crash work wifi datum crash,performance
This app doesn't work,1,2024-06-30,BOA,Google Play,negative,0.9997921586036682,app work,other
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play,negative,0.9726091623306274,app run fine take like forever open main dashboard crash guy get to step need app way fast,performance
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BOA,Google Play,negative,0.9977184534072876,underrated app see ur banking system soo idiocracy,other
It demands to disable developer option.,1,2024-06-27,BOA,Google Play,negative,0.9994282126426696,demand disable developer option,other
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play,negative,0.999635934829712,month transaction app disappointing bank abyssinia currently near bank work place bank turn bad bank country day day respond customer update system year long think train customer service operator,support
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,BOA,Google Play,negative,0.8616330027580261,አፑ በጣም አስቸጋሪ ሆኗል,other
ok,1,2024-06-24,BOA,Google Play,positive,0.9997851252555848,ok,other
Its not working.,1,2024-06-24,BOA,Google Play,negative,0.9997856020927428,work,other
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play,negative,0.9994331002235411,riddle crash not use anymore frustrating,performance
Always error occured. The worst app ever,1,2024-06-20,BOA,Google Play,negative,0.9997997879981996,error occur bad app,other
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,BOA,Google Play,negative,0.96113383769989,ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ app ዛግግግ ነው ያረገኝ,other
It's not convenient,1,2024-06-17,BOA,Google Play,negative,0.9998067021369934,convenient,other
It has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play,negative,0.999081015586853,unreliable mibile banking app,other
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,BOA,Google Play,positive,0.999809205532074,like bank abyssinia good bank ethiopia,other
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play,negative,0.9997610449790956,bad mob app see slow uncomfortable stupid well learn good app tele birr release update bad,performance
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play,negative,0.9994435906410216,unreliable expensive service time work day complete transaction charge unworthy service recommend bank app,other
The worst app,1,2024-06-10,BOA,Google Play,negative,0.9997969269752502,bad app,other
አይሰራም አፑ ለምንድነው,1,2024-06-06,BOA,Google Play,negative,0.8337252736091614,አይሰራም አፑ ለምንድነው,other
Awful,1,2024-06-06,BOA,Google Play,negative,0.9997954964637756,awful,other
Developer option to be off really,1,2024-06-06,BOA,Google Play,negative,0.9903939366340636,developer option,other
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play,negative,0.9997298121452332,disappointed recent change app disable developer option functionality unnecessary previous version offer user friendly experience,other
😭😭😭😭😭😭😭,1,2024-06-05,BOA,Google Play,negative,0.6970565915107727,,other
The worst mobile banking app,1,2024-06-04,BOA,Google Play,negative,0.9997923970222472,bad mobile banking app,other
It's nice apps,1,2024-06-04,BOA,Google Play,positive,0.999875545501709,nice app,other
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play,negative,0.9997871518135072,wow disgrace boa app barely work slow return error,performance
Kerfafa new,1,2024-06-01,BOA,Google Play,positive,0.8148752450942993,kerfafa new,other
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play,negative,0.9996273517608644,bad mobile banking app load like perfect wifi data connection manage network issue finally app make hard send money,other
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,BOA,Google Play,negative,0.9996848106384276,sorry kind stupid developer think app fast disable developer mode see degeneracy entire life rid feature,other
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play,negative,0.9991626739501952,purpose point allow screenshot recipe transfer,features
Ayseram,1,2024-05-28,BOA,Google Play,negative,0.6560930013656616,ayseram,other
Worst banking app ever,1,2024-05-28,BOA,Google Play,negative,0.9997898936271667,bad bank app,other
not bad,1,2024-05-26,BOA,Google Play,positive,0.9995881915092468,bad,other
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,BOA,Google Play,negative,0.9998013377189636,use app turn developer mode kind stupid rule bad experience banking app,other
How disappointing!,1,2024-05-25,BOA,Google Play,negative,0.99981290102005,disappointing,other
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,BOA,Google Play,negative,0.9994317889213562,sorry compare bank mobile app wor need improvement app match bank standard need update slow plus say stop develop option phone develop setting enable plus come recent transaction display,performance
Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22,BOA,Google Play,negative,0.9982648491859436,fix app belong abbssinya bank,other
Very poor,1,2024-05-21,BOA,Google Play,negative,0.9997965693473816,poor,other
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,BOA,Google Play,negative,0.9993355870246888,playstore need option star application right deserve exactly imagine big bank country manage good mobile application era mobile money guy brink collapse well right real quick go to meter grave use app waste time,other
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20,BOA,Google Play,negative,0.9996610879898072,terrible keep crash middle transaction hell will open phone stock android pixel know happen fix,performance
በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?,1,2024-05-20,BOA,Google Play,negative,0.9771652221679688,በጣም ቀፋፊ አፕ ነው ሰርቶ አያውቅም በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም,other
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18,BOA,Google Play,negative,0.9997337460517884,app bad app ethiopia belive know live ethiopia fincial app work want make wait cash code immediately debit send code get abysinia bank expect use cbe mobile banking,other
Poor mobile banking alwayes not working alwayes,1,2024-05-18,BOA,Google Play,negative,0.9997960925102234,poor mobile banking alwayes work alwayes,other
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,BOA,Google Play,negative,0.9997944235801696,absolutely bad mobile banking crash time problem log cut balance recharge,performance
Worst app ever,1,2024-05-16,BOA,Google Play,negative,0.9997803568840028,bad app,other
App is so bad network,1,2024-05-16,BOA,Google Play,negative,0.9997804760932922,app bad network,other
It's not working for 3days. Come on as a big bank in Ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,Google Play,negative,0.9994888305664062,work come big bank ethiopia unprofessionallism boa,other
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15,BOA,Google Play,negative,0.9890459179878236,careful app transfer large sum money recently mobile card pay ticket transfer money telebirr work use app ussd refund mobile day fail want risk big fan boa recommend app,"access, features"
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15,BOA,Google Play,negative,0.999815046787262,bad mobile banking app work week properly,other
77867748 I can't update my mobile banking,1,2024-05-14,BOA,Google Play,negative,0.9957204461097716,update mobile banking,other
Build a new app,1,2024-05-13,BOA,Google Play,positive,0.9461658596992492,build new app,other
I don't get why this app is developed it is not functional at all !!,1,2024-05-12,BOA,Google Play,negative,0.9997220635414124,app develop functional,other
This app is trash,1,2024-05-12,BOA,Google Play,negative,0.9997709393501282,app trash,other
Good appp,1,2024-05-11,BOA,Google Play,positive,0.9998493194580078,good appp,other
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,Google Play,negative,0.9994551539421082,advice read look bank great example bank will allow access money want bad server time,other
Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,1,2024-05-11,BOA,Google Play,negative,0.9994331002235411,prevent login developer option security move money wanna deal,access
Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,BOA,Google Play,negative,0.9993390440940856,u force turn developer option use app fair ur app anymore,other
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,BOA,Google Play,negative,0.9998053908348083,poor app crash time load properly buy airtime programming subpar lesson online banking app zero,performance
Very laggy un able to make transactions Fix it,1,2024-05-10,BOA,Google Play,negative,0.9998063445091248,laggy un able transaction fix,other
Rubbish!,1,2024-05-09,BOA,Google Play,negative,0.999776303768158,rubbish,other
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09,BOA,Google Play,negative,0.9993929862976074,app developer need developer option ask turn developer option abyssinia damned bank ethiopia buld app work hard people look cbe simply terrible borderline unusable,other
UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,1,2024-05-09,BOA,Google Play,negative,0.9985111355781556,ugh super calculative cm mobile banking online stuff ur degital well choose bank,other
It takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play,negative,0.9983991980552672,take long time log fix,other
It's not functional at all,1,2024-05-08,BOA,Google Play,negative,0.9997891783714294,functional,other
Disgrace app,1,2024-05-08,BOA,Google Play,negative,0.9997820258140564,disgrace app,other
It doesn't work 😔,1,2024-05-07,BOA,Google Play,negative,0.9997815489768982,work,other
It keeps crashing and hasn't been fixed,1,2024-05-07,BOA,Google Play,negative,0.999289870262146,keep crash fix,performance
"The application is full of bug, so annoying.",1,2024-05-07,BOA,Google Play,negative,0.9997913241386414,application bug annoying,other
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,BOA,Google Play,negative,0.999796450138092,bad application relative ethiopia mobile banking app,other
"Lag,...",1,2024-05-06,BOA,Google Play,negative,0.9997486472129822,lag,other
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06,BOA,Google Play,negative,0.9997608065605164,extremely disappointed poor service receive unacceptable transaction birr money get stuck air result incompetence force change bank account level service completely unacceptable need rectify immediately,other
አረ wuyyyyyyyyyy,1,2024-05-05,BOA,Google Play,negative,0.98298579454422,አረ wuyyyyyyyyyy,other
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05,BOA,Google Play,negative,0.9994381070137024,work properly keep closing will activate account recommend download,other
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,BOA,Google Play,negative,0.9994970560073853,pls improve mobile banking app work constantly update new version app try improve,other
አሁን update የተደረገው App ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏),1,2024-05-05,BOA,Google Play,negative,0.9399303793907166,አሁን update የተደረገው app ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን,other
Dont even try,1,2024-05-05,BOA,Google Play,negative,0.9920748472213744,not try,other
